Type,SKU,Nom,Description,Catégories,Attribut 1 name,Attribut 1 value(s),Attribut 1 visible,Attribut 1 global,Attribut 2 name,Attribut 2 value(s),Attribut 2 visible,Attribut 2 global,Parent,Prix régulier
variation,R-304519-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-304519,3164
variation,R-304519-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-304519,3699
variation,R-304519-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-304519,4149
variation,R-304519-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-304519,2214
variation,R-304519-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-304519,2546
variation,R-304519-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-304519,2934
variation,R-304519-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-304519,3264
variation,R-304519-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-304519,3579
variation,R-304519-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-304519,4114
variation,R-304519-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-304519,4564
variation,R-304519-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-304519,2749
variation,R-304519-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-304519,3081
variation,R-304519-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-304519,3469
variation,R-304519-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-304519,3799
variation,R-304519-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-304519,4114
variation,R-304519-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-304519,4649
variation,R-304519-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-304519,5099
variable,R-328114,Heart Shape Diamond Eternity Ring,Unique flexible link ring design featuring continuous heart-shaped diamonds.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-328114-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-328114,2599
variation,R-328114-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-328114,2931
variation,R-328114-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-328114,3319
variation,R-328114-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-328114,3649
variation,R-328114-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-328114,3964
variation,R-328114-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-328114,4499
variation,R-328114-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-328114,4949
variation,R-328114-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-328114,3014
variation,R-328114-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-328114,3346
variation,R-328114-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-328114,3734
variation,R-328114-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-328114,4064
variation,R-328114-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-328114,4379
variation,R-328114-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-328114,4914
variation,R-328114-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-328114,5364
variation,R-328114-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-328114,3549
variation,R-328114-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-328114,3881
variation,R-328114-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-328114,4269
variation,R-328114-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-328114,4599
variation,R-328114-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-328114,4914
variation,R-328114-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-328114,5449
variation,R-328114-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-328114,5899
variable,R-340402,Round Diamond Eternity Band,Classic shared-prong diamond eternity band crafted in rich yellow gold.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-340402-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-340402,995
variation,R-340402-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-340402,1327
variation,R-340402-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-340402,1715
variation,R-340402-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-340402,2045
variation,R-340402-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-340402,2360
variation,R-340402-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-340402,2895
variation,R-340402-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-340402,3345
variation,R-340402-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-340402,1410
variation,R-340402-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-340402,1742
variation,R-340402-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-340402,2130
variation,R-340402-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-340402,2460
variation,R-340402-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-340402,2775
variation,R-340402-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-340402,3310
variation,R-340402-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-340402,3760
variation,R-340402-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-340402,1945
variation,R-340402-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-340402,2277
variation,R-340402-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-340402,2665
variation,R-340402-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-340402,2995
variation,R-340402-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-340402,3310
variation,R-340402-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-340402,3845
variation,R-340402-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-340402,4295
variable,R-353371,Two-Tone Men's Diamond Wedding Band,Bold mixed metal band featuring yellow and white gold with a central diamond row.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-353371-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-353371,1369
variation,R-353371-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-353371,1701
variation,R-353371-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-353371,2089
variation,R-353371-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-353371,2419
variation,R-353371-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-353371,2734
variation,R-353371-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-353371,3269
variation,R-353371-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-353371,3719
variation,R-353371-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-353371,1784
variation,R-353371-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-353371,2116
variation,R-353371-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-353371,2504
variation,R-353371-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-353371,2834
variation,R-353371-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-353371,3149
variation,R-353371-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-353371,3684
variation,R-353371-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-353371,4134
variation,R-353371-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-353371,2319
variation,R-353371-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-353371,2651
variation,R-353371-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-353371,3039
variation,R-353371-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-353371,3369
variation,R-353371-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-353371,3684
variation,R-353371-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-353371,4219
variation,R-353371-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-353371,4669
variable,R-355998,Round Diamond Halo Split Shank Ring,Glamorous split shank engagement ring featuring a round brilliant diamond surrounded by a glittering halo.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-355998-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-355998,1699
variation,R-355998-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-355998,2031
variation,R-355998-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-355998,2419
variation,R-355998-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-355998,2749
variation,R-355998-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-355998,3064
variation,R-355998-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-355998,3599
variation,R-355998-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-355998,4049
variation,R-355998-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-355998,2114
variation,R-355998-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-355998,2446
variation,R-355998-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-355998,2834
variation,R-355998-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-355998,3164
variation,R-355998-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-355998,3479
variation,R-355998-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-355998,4014
variation,R-355998-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-355998,4464
variation,R-355998-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-355998,2649
variation,R-355998-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-355998,2981
variation,R-355998-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-355998,3369
variation,R-355998-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-355998,3699
variation,R-355998-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-355998,4014
variation,R-355998-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-355998,4549
variation,R-355998-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-355998,4999
variable,R-361407,Round Diamond Vine Engagement Ring,Nature-inspired yellow gold ring with a twisted vine band adorned with diamond leaves.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-361407-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-361407,1499
variation,R-361407-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-361407,1831
variation,R-361407-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-361407,2219
variation,R-361407-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-361407,2549
variation,R-361407-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-361407,2864
variation,R-361407-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-361407,3399
variation,R-361407-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-361407,3849
variation,R-361407-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-361407,1914
variation,R-361407-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-361407,2246
variation,R-361407-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-361407,2634
variation,R-361407-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-361407,2964
variation,R-361407-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-361407,3279
variation,R-361407-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-361407,3814
variation,R-361407-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-361407,4264
variation,R-361407-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-361407,2449
variation,R-361407-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-361407,2781
variation,R-361407-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-361407,3169
variation,R-361407-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-361407,3499
variation,R-361407-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-361407,3814
variation,R-361407-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-361407,4349
variation,R-361407-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-361407,4799
variable,R-367741,Oval Diamond Solitaire Engagement Ring,Timeless and elegant oval solitaire set in gold with a classic 4-prong setting.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-367741-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-367741,1399
variation,R-367741-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-367741,1731
variation,R-367741-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-367741,2119
variation,R-367741-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-367741,2449
variation,R-367741-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-367741,2764
variation,R-367741-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-367741,3299
variation,R-367741-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-367741,3749
variation,R-367741-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-367741,1814
variation,R-367741-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-367741,2146
variation,R-367741-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-367741,2534
variation,R-367741-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-367741,2864
variation,R-367741-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-367741,3179
variation,R-367741-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-367741,3714
variation,R-367741-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-367741,4164
variation,R-367741-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-367741,2349
variation,R-367741-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-367741,2681
variation,R-367741-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-367741,3069
variation,R-367741-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-367741,3399
variation,R-367741-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-367741,3714
variation,R-367741-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-367741,4249
variation,R-367741-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-367741,4699
variable,R-370812,Oval Diamond Ring with Marquise Accents,Stunning oval center stone flanked by delicate marquise diamond accents for a floral touch.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-370812-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-370812,1699
variation,R-370812-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-370812,2031
variation,R-370812-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-370812,2419
variation,R-370812-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-370812,2749
variation,R-370812-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-370812,3064
variation,R-370812-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-370812,3599
variation,R-370812-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-370812,4049
variation,R-370812-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-370812,2114
variation,R-370812-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-370812,2446
variation,R-370812-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-370812,2834
variation,R-370812-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-370812,3164
variation,R-370812-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-370812,3479
variation,R-370812-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-370812,4014
variation,R-370812-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-370812,4464
variation,R-370812-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-370812,2649
variation,R-370812-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-370812,2981
variation,R-370812-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-370812,3369
variation,R-370812-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-370812,3699
variation,R-370812-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-370812,4014
variation,R-370812-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-370812,4549
variation,R-370812-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-370812,4999
variable,R-376971,Modern Channel Set Diamond Eternity Band,Contemporary eternity band featuring a central row of diamonds driven by rose gold edges.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-376971-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-376971,1499
variation,R-376971-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-376971,1831
variation,R-376971-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-376971,2219
variation,R-376971-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-376971,2549
variation,R-376971-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-376971,2864
variation,R-376971-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-376971,3399
variation,R-376971-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-376971,3849
variation,R-376971-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-376971,1914
variation,R-376971-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-376971,2246
variation,R-376971-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-376971,2634
variation,R-376971-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-376971,2964
variation,R-376971-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-376971,3279
variation,R-376971-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-376971,3814
variation,R-376971-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-376971,4264
variation,R-376971-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-376971,2449
variation,R-376971-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-376971,2781
variation,R-376971-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-376971,3169
variation,R-376971-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-376971,3499
variation,R-376971-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-376971,3814
variation,R-376971-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-376971,4349
variation,R-376971-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-376971,4799
variable,R-390571,Oval Diamond Engagement Ring (Pave Band),Classic oval solitaire perched on a slender white gold band set with micro-pave diamonds.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-390571-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-390571,1699
variation,R-390571-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-390571,2031
variation,R-390571-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-390571,2419
variation,R-390571-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-390571,2749
variation,R-390571-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-390571,3064
variation,R-390571-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-390571,3599
variation,R-390571-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-390571,4049
variation,R-390571-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-390571,2114
variation,R-390571-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-390571,2446
variation,R-390571-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-390571,2834
variation,R-390571-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-390571,3164
variation,R-390571-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-390571,3479
variation,R-390571-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-390571,4014
variation,R-390571-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-390571,4464
variation,R-390571-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-390571,2649
variation,R-390571-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-390571,2981
variation,R-390571-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-390571,3369
variation,R-390571-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-390571,3699
variation,R-390571-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-390571,4014
variation,R-390571-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-390571,4549
variation,R-390571-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-390571,4999
variable,R-395399,Round Diamond Halo Ring (Double Shank),Brilliant round diamond halo ring featuring a dramatic split shank design for maximum sparkle.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-395399-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-395399,2299
variation,R-395399-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-395399,2631
variation,R-395399-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-395399,3019
variation,R-395399-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-395399,3349
variation,R-395399-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-395399,3664
variation,R-395399-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-395399,4199
variation,R-395399-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-395399,4649
variation,R-395399-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-395399,2714
variation,R-395399-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-395399,3046
variation,R-395399-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-395399,3434
variation,R-395399-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-395399,3764
variation,R-395399-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-395399,4079
variation,R-395399-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-395399,4614
variation,R-395399-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-395399,5064
variation,R-395399-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-395399,3249
variation,R-395399-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-395399,3581
variation,R-395399-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-395399,3969
variation,R-395399-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-395399,4299
variation,R-395399-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-395399,4614
variation,R-395399-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-395399,5149
variation,R-395399-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-395399,5599
variable,R-410210,Marquise Diamond Bypass Ring,Avant-garde sculptural setting holding a stunning marquise diamond in a floating bypass design.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-410210-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-410210,1789
variation,R-410210-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-410210,2121
variation,R-410210-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-410210,2509
variation,R-410210-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-410210,2839
variation,R-410210-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-410210,3154
variation,R-410210-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-410210,3689
variation,R-410210-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-410210,4139
